Employee_ID,Gender,Age,Education_Level,Relationship_Status,Hometown,Unit,Decision_skill_possess,Time_of_service,Time_since_promotion,growth_rate,Travel_Rate,Post_Level,Pay_Scale,Compensation_and_Benefits,Work_Life_balance,VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7,Attrition_rate
EID_8334,1,59.0,1.0,0,Clinton,Marketing,Analytical,36.0,2.0,20.0,0.0,3.0,4.0,type2,3.0,3.0,-1.8176,1.8688,1.0,2.0,9.0,3.0,
EID_7943,1,62.0,1.0,0,Lebanon,Logistics,Analytical,25.0,4.0,35.0,0.0,2.0,7.0,type3,1.0,4.0,-0.9612,-1.615,2.0,2.0,9.0,3.0,0.2529
EID_20342,1,52.0,1.0,1,Springfield,Sales,Behavioral,21.0,4.0,23.0,1.0,3.0,5.0,type2,3.0,5.0,0.7516,-1.615,2.0,2.0,8.0,5.0,
EID_8655,1,39.0,2.0,0,Franklin,Human Resource Management,Behavioral,11.0,1.0,73.0,1.0,2.0,5.0,type3,4.0,3.0,-0.010056681522310047,-0.4537,2.0,2.0,5.0,1.0,
EID_2542,1,57.0,4.0,0,Springfield,Sales,Directive,27.0,2.0,38.0,0.0,2.0,8.0,type3,1.0,3.0,0.7516,0.7075,2.0,4.0,8.0,1.0,
EID_6635,0,65.0,1.0,1,Washington,Logistics,Conceptual,35.0,3.0,35.0,1.0,3.0,7.0,type3,2.0,3.0,0.7516,1.8688,2.0,4.0,5.0,4.0,0.1557
EID_14112,1,29.0,4.0,0,Lebanon,IT,Directive,5.0,4.0,59.0,0.0,2.0,4.0,type2,3.0,4.0,-1.8176,1.8688,2.0,3.0,6.0,3.0,0.1441
EID_6088,1,65.0,3.0,0,Franklin,Operarions,Behavioral,27.0,3.0,71.0,2.0,2.0,7.0,type2,3.0,3.0,0.7516,0.7075,2.0,3.0,7.0,3.0,0.222
EID_15662,1,30.0,4.0,0,Franklin,Logistics,Behavioral,8.0,1.0,46.0,1.0,3.0,9.0,type2,1.0,4.0,-0.1048,0.7075,1.0,2.0,8.0,3.0,0.0188
EID_1286,1,57.0,4.0,0,Lebanon,Logistics,Behavioral,18.0,1.0,65.0,2.0,2.0,4.0,type2,4.0,3.0,-1.8176,-0.4537,2.0,3.0,7.0,4.0,
EID_12500,1,30.0,3.0,0,Lebanon,Sales,Behavioral,6.0,3.0,62.0,1.0,5.0,5.0,type3,2.0,3.0,-0.1048,0.7075,2.0,2.0,8.0,3.0,0.5681
EID_12990,1,28.0,3.0,0,Lebanon,Quality,Directive,6.0,4.0,54.0,0.0,3.0,5.0,type2,2.0,4.0,0.7516,0.7075,1.0,3.0,8.0,3.0,0.1149
EID_19195,1,19.0,3.0,0,Lebanon,IT,Analytical,0.0,0.0,34.0,2.0,2.0,8.0,type3,4.0,3.0,-1.8176,-0.4537,2.0,2.0,8.0,2.0,0.2801
EID_9022,1,61.0,3.0,1,Franklin,Marketing,Analytical,30.0,4.0,42.0,1.0,2.0,8.0,type1,1.0,5.0,-0.1048,-0.4537,2.0,5.0,8.0,3.0,0.2554
EID_8210,0,44.0,3.0,0,Springfield,IT,Analytical,19.0,3.0,32.0,1.0,3.0,8.0,type2,1.0,3.0,0.7516,0.7075,2.0,2.0,8.0,3.0,
EID_22974,1,45.0,1.0,1,Springfield,R&D,Directive,16.0,2.0,74.0,0.0,3.0,6.0,type3,1.0,4.0,-0.1048,0.7075,2.0,4.0,6.0,3.0,
EID_11396,0,37.0,3.0,1,Franklin,Sales,Conceptual,9.0,4.0,74.0,0.0,2.0,6.0,type2,3.0,3.0,-0.1048,0.7075,2.0,3.0,7.0,3.0,
EID_17223,1,21.0,3.0,0,Washington,Purchasing,Analytical,2.0,1.0,21.0,1.0,1.0,6.0,type3,4.0,5.0,-0.9612,-2.7762,1.0,3.0,8.0,4.0,
EID_24100,1,45.0,3.0,1,Springfield,Accounting and Finance,Conceptual,23.0,3.0,28.0,0.0,3.0,5.0,type2,4.0,3.0,-0.1048,0.7075,2.0,4.0,9.0,3.0,0.2984
EID_14057,1,39.0,4.0,1,Franklin,Logistics,Conceptual,15.29572025487721,4.0,47.0,1.0,3.0,8.0,type2,4.0,4.0,0.7516,1.8688,2.0,2.0,8.0,3.0,0.1781
EID_9658,0,65.0,2.0,1,Lebanon,IT,Directive,41.0,2.0,72.0,1.0,1.0,1.0,type2,1.0,4.0,-0.9612,0.7075,1.0,2.0,8.0,2.0,
EID_22763,1,30.0,4.0,0,Lebanon,Human Resource Management,Conceptual,7.0,1.0,43.0,0.0,2.0,3.0,type2,3.0,4.0,-1.8176,-0.4537,2.0,2.0,8.0,3.0,
EID_25976,1,22.0,4.0,0,Springfield,Human Resource Management,Analytical,3.0,2.0,23.0,1.0,3.0,7.0,type2,1.0,3.0,1.6081,-0.4537,1.0,4.0,6.0,4.0,
EID_20820,1,60.0,3.0,0,Franklin,Human Resource Management,Directive,13.267164966161506,2.0,46.0,1.0,1.0,9.0,type2,3.0,3.0,-0.1048,1.8688,3.0,3.0,8.0,3.0,0.0171
EID_15050,1,30.0,1.0,1,Lebanon,R&D,Behavioral,7.0,2.0,65.0,1.0,2.0,8.0,type4,3.0,3.0,0.7516,0.7075,1.9033352455960257,3.0,8.0,1.0,0.1156
EID_5315,1,46.0,4.0,1,Springfield,R&D,Analytical,22.0,3.0,25.0,1.0,2.0,5.0,type1,3.0,3.0,-1.8176,0.7075,2.0,5.0,7.0,3.0,0.087
EID_9737,1,41.0,1.0,0,Springfield,IT,Analytical,8.0,2.0,28.0,0.0,2.0,3.0,type2,3.0,3.0,-0.9612,-0.4537,1.0,3.0,8.0,3.0,0.1736
EID_22884,0,32.0,4.0,1,Lebanon,IT,Analytical,6.0,1.0,66.0,2.0,4.0,5.0,type2,1.0,3.0,-0.1048,-0.4537,1.0,3.0,8.0,3.0,0.2676
EID_1973,1,59.0,4.0,0,Franklin,Operarions,Conceptual,20.0,1.0,53.0,0.0,1.0,6.0,type2,2.0,3.0,-1.8176,0.7075,1.0,1.0,7.0,3.0,
EID_21171,0,60.0,4.0,0,Franklin,IT,Behavioral,33.0,3.0,44.0,0.0,3.0,5.0,type2,1.0,3.0,-0.9612,-0.4537,2.0,2.0,8.0,1.0,
EID_17796,1,25.0,4.0,0,Franklin,IT,Behavioral,6.0,4.0,20.0,1.0,3.0,7.0,type3,1.0,5.0,-1.8176,-0.4537,1.0,4.0,6.0,3.0,0.1307
EID_8023,0,60.0,3.0,0,Lebanon,R&D,Behavioral,22.0,4.0,72.0,1.0,2.0,8.0,type2,4.0,5.0,-0.9612,-0.4537,1.0,3.0,5.0,3.0,
EID_15448,0,24.0,4.0,0,Springfield,IT,Behavioral,5.0,2.0,53.0,1.0,3.0,9.0,type2,3.0,3.0,-1.8176,-2.7762,2.0,3.0,8.0,3.0,
EID_22154,0,52.0,5.0,1,Franklin,Logistics,Analytical,24.0,3.0,35.0,1.0,2.0,8.0,type3,4.0,3.0,-1.8176,1.8688,2.0,3.0,7.0,1.0,0.2683
EID_17152,0,24.0,4.0,1,Springfield,Logistics,Analytical,5.0,4.0,57.0,1.0,3.0,6.0,type3,3.0,4.0,-0.1048,1.8688,1.0,2.0,7.0,3.0,0.0987
EID_14466,0,33.0,4.0,0,Lebanon,Logistics,Behavioral,8.0,4.0,51.0,1.0,4.0,5.0,type2,2.0,3.0,0.7516,-0.4537,2.0,3.0,8.0,4.0,0.2374
EID_16143,1,29.0,2.0,0,Lebanon,Human Resource Management,Analytical,7.0,2.0,26.0,1.0,3.0,8.0,type2,3.0,3.0,-1.8176,-0.4537,2.0,2.0,8.0,3.0,
EID_4304,1,52.0,4.0,1,Franklin,Logistics,Analytical,23.0,3.0,21.0,1.0,3.0,9.0,type2,1.0,3.0,0.7516,0.7075,1.0,1.0,5.0,1.0,
EID_2975,0,61.0,5.0,0,Lebanon,Human Resource Management,Behavioral,32.0,3.0,67.0,1.0,3.0,8.0,type2,3.0,3.0,0.7516,-0.4537,2.0,3.0,9.0,3.0,0.0449
EID_15111,1,28.0,5.0,0,Springfield,IT,Analytical,6.0,4.0,43.0,1.0,3.0,8.0,type3,2.0,4.0,-0.9612,-2.7762,2.0,3.0,8.0,4.0,0.0548
EID_18531,1,21.0,2.0,0,Washington,Logistics,Conceptual,2.0,2.0,53.0,0.0,2.0,5.0,type2,1.0,3.0,-1.8176,-0.4537,3.0,1.0,7.0,3.0,0.1054
EID_6441,1,44.0,2.0,0,Franklin,Marketing,Analytical,20.0,2.0,25.0,2.0,3.0,5.0,type2,3.0,3.0,0.029579716004250512,-0.4537,1.0,1.0,8.0,4.0,0.0544
EID_13667,1,26.0,5.0,0,Franklin,IT,Analytical,3.0,2.0,57.0,1.0,3.0,7.0,type2,3.0,2.0,0.7516,0.7075,2.0,3.0,5.0,2.0,0.0939
EID_6835,1,43.0,3.0,0,Franklin,Sales,Directive,18.0,1.0,43.0,0.0,3.0,9.0,type2,3.0,1.0,-1.8176,0.7075,2.0,3.0,8.0,2.0,0.1336
EID_8619,0,59.0,3.0,1,Clinton,Purchasing,Conceptual,21.0,2.0,35.0,1.0,3.0,4.0,type3,2.0,5.0,-0.9612,1.8688,2.0,2.0,8.0,3.0,
EID_8870,1,48.0,5.0,0,Lebanon,Logistics,Conceptual,18.0,2.0,52.0,1.0,2.0,6.0,type3,2.0,3.0,0.7516,-0.4537,2.0,4.0,8.0,3.0,
EID_18221,0,21.0,1.0,0,Clinton,Quality,Directive,2.0,2.0,23.0,2.0,3.0,10.0,type3,3.0,3.0,-1.8176,0.7075,2.0,5.0,5.0,3.0,0.1485
EID_7698,0,45.0,4.0,0,Washington,Purchasing,Directive,11.0,1.0,58.0,2.0,3.0,5.0,type2,1.0,1.0,-0.1048,-0.4537,3.0,3.0,5.0,1.0,0.1277
EID_9481,1,47.0,5.0,0,Springfield,Purchasing,Behavioral,21.0,3.0,65.0,1.0,3.0,1.0,type3,4.0,1.0,0.7516,-0.4537,2.0,1.0,9.0,3.0,
EID_4746,1,52.0,3.0,1,Lebanon,Quality,Directive,16.0,2.0,74.0,1.0,3.0,8.0,type3,2.0,1.0,0.7516,-0.4537,2.0,3.0,8.0,3.0,0.1652
EID_25007,1,32.0,4.0,0,Franklin,Operarions,Directive,5.0,3.0,36.0,2.0,1.0,5.0,type3,3.0,3.0,0.7516,1.8688,1.8884127808005973,3.0,5.0,3.0,
EID_14781,0,27.0,3.0,0,Lebanon,Sales,Directive,5.0,4.0,23.0,0.0,2.0,9.0,type3,3.0,2.0,0.02336660558174363,-0.4537,2.0,3.0,8.0,3.0,0.0664
EID_5785,0,55.0,4.0,1,Lebanon,R&D,Behavioral,32.0,2.0,49.0,1.0,3.0,9.0,type2,1.0,3.0,-0.1048,-0.4537,2.0,2.0,8.0,3.0,0.0831
EID_15897,1,30.0,3.0,0,Springfield,Sales,Conceptual,6.0,2.0,48.0,1.0,3.0,10.0,type4,5.0,3.0,0.005779787306870177,-0.4537,2.0,3.0,7.0,2.0,
EID_25522,1,27.0,3.0,0,Springfield,Accounting and Finance,Directive,4.0,1.0,20.0,1.0,2.0,6.0,type3,1.0,3.0,-0.1048,-1.615,2.0,2.0,6.0,3.0,0.1943
EID_11043,0,38.0,1.0,1,Franklin,Logistics,Conceptual,12.0,3.0,20.0,2.0,4.0,3.0,type2,1.0,3.0,0.7516,0.7075,1.0,1.0,7.0,4.0,
EID_5239,1,51.0,1.0,0,Lebanon,IT,Directive,22.0,4.0,46.0,1.0,3.0,5.0,type2,1.0,3.0,0.7516,-0.4537,2.0,3.0,9.0,2.0,0.1164
EID_10617,0,39.0,3.0,0,Franklin,IT,Behavioral,11.0,3.0,48.0,1.0,3.0,9.0,type2,3.0,3.0,-0.9612,-1.615,1.0,3.0,8.0,1.0,0.768
EID_13597,1,27.0,3.0,0,Washington,Logistics,Analytical,4.0,4.0,67.0,1.0,4.0,8.0,type2,1.0,3.0,0.7516,-0.4537,2.0,2.0,6.0,5.0,
EID_9324,1,38.0,4.0,0,Washington,IT,Analytical,13.0,3.0,32.0,1.0,5.0,4.0,type3,3.0,5.0,0.7516,0.7075,2.0,3.0,8.0,5.0,
EID_23740,0,26.0,4.0,1,Springfield,R&D,Conceptual,3.0,3.0,74.0,2.0,3.0,5.0,type3,2.0,4.0,-0.1048,0.7075,2.0,4.0,8.0,3.0,0.1356
EID_22594,1,37.0,4.0,1,Franklin,Operarions,Conceptual,8.0,4.0,68.0,0.0,4.0,2.0,type3,3.0,5.0,-0.1048,0.7075,2.0,4.0,8.0,3.0,0.098
EID_12462,0,39.0,4.0,1,Lebanon,Sales,Conceptual,12.0,4.0,59.0,1.0,3.0,3.0,type2,5.0,4.0,-1.8176,-2.7762,3.0,4.0,7.0,2.0,
EID_18445,0,21.0,4.0,1,Springfield,Human Resource Management,Directive,2.0,2.0,25.0,1.0,3.0,8.0,type2,1.0,3.0,-0.9612,-0.4537,2.0,4.0,5.0,2.0,
EID_1345,0,58.0,3.0,0,Franklin,Logistics,Conceptual,28.0,3.0,21.0,0.0,1.0,8.0,type3,1.0,4.0,0.7516,0.7075,2.0,3.0,8.0,3.0,
EID_20295,1,54.0,2.0,1,Lebanon,Purchasing,Behavioral,19.0,1.0,72.0,1.0,2.0,5.0,type3,3.0,4.0,0.7516,0.7075,3.0,4.0,8.0,4.0,0.0026
EID_12078,0,31.0,4.0,0,Lebanon,Logistics,Conceptual,3.0,3.0,40.0,0.0,4.0,4.0,type2,1.0,4.0,-0.1048,1.8688,3.0,2.0,7.0,3.0,
EID_18848,0,22.0,2.0,0,Washington,IT,Analytical,3.0,3.0,31.0,1.0,3.0,8.0,type3,3.0,3.0,0.01584580272369071,-2.7762,2.0,2.0,7.0,3.0,
EID_16768,1,23.0,3.0,0,Lebanon,Sales,Behavioral,4.0,4.0,20.0,1.0,3.0,10.0,type2,2.0,4.0,0.7516,-0.4537,2.0,3.0,9.0,3.0,0.0202
EID_15661,1,23.0,4.0,0,Franklin,IT,Behavioral,4.0,3.0,38.0,1.0,5.0,7.0,type2,1.0,3.0,0.7516,-0.4537,2.0,3.0,7.0,3.0,
EID_20814,0,26.0,2.0,1,Lebanon,IT,Directive,14.891994354419396,3.0,37.0,2.0,2.0,9.0,type4,3.0,3.0,1.6081,-0.4537,2.0,4.0,8.0,3.0,0.0097
EID_1068,0,60.0,1.0,1,Franklin,Purchasing,Behavioral,25.0,1.0,33.0,2.0,3.0,5.0,type2,1.0,5.0,-0.9612,-0.4537,2.0,2.0,5.0,5.0,0.0149
EID_21175,0,19.0,4.0,0,Lebanon,Human Resource Management,Analytical,0.0,0.0,64.0,0.0,3.0,6.0,type2,1.0,4.0,0.7516,-2.7762,1.9032126360426223,3.0,8.0,5.0,0.1238
EID_8070,0,40.0,3.0,0,Springfield,Logistics,Directive,12.007619912191872,1.0,57.0,1.0,2.0,6.0,type2,1.0,3.0,-0.9612,-0.4537,2.0,5.0,7.0,3.0,0.0543
EID_23837,1,22.0,4.0,0,Clinton,IT,Behavioral,3.0,3.0,63.0,1.0,3.0,8.0,type2,1.0,3.0,-0.1048,-0.4537,2.0,3.0,5.0,3.0,0.1817
EID_13054,1,36.0,1.0,0,Springfield,Human Resource Management,Conceptual,14.0,1.0,55.0,1.0,5.0,7.0,type2,1.0,3.0,-0.9612,0.7075,1.8982273287796363,3.0,8.0,3.0,0.2682
EID_20756,1,19.0,3.0,1,Clinton,Human Resource Management,Analytical,0.0,0.0,49.0,1.0,4.0,8.0,type2,2.0,3.0,1.6081,0.7075,1.895691161555438,4.0,8.0,4.0,0.0259
EID_16555,1,28.0,1.0,0,Springfield,Purchasing,Analytical,4.0,1.0,36.0,2.0,2.0,6.0,type0,2.0,3.0,-1.8176,-0.4537,2.0,2.0,6.0,3.0,
EID_10026,1,41.0,3.0,0,Franklin,Quality,Analytical,18.0,1.0,66.0,1.0,3.0,5.0,type3,3.0,2.0,-0.1048,1.8688,3.0,4.0,8.0,3.0,
EID_17157,0,21.0,3.0,0,Washington,R&D,Conceptual,2.0,2.0,38.0,2.0,2.0,7.0,type2,3.0,3.0,-1.8176,0.7075,2.0,3.0,7.0,4.0,
EID_8993,0,39.0,4.0,0,Franklin,Sales,Behavioral,14.0,3.0,33.0,1.0,2.0,7.0,type3,3.0,3.0,-0.9612,-0.4537,1.0,2.0,8.0,3.0,0.0511
EID_22308,1,47.0,2.0,0,Clinton,Accounting and Finance,Behavioral,15.0,3.0,44.0,0.0,4.0,6.0,type2,1.0,3.0,0.7516,-1.615,2.0,3.0,7.0,5.0,0.1283
EID_3771,1,54.0,3.0,1,Clinton,Quality,Behavioral,23.0,4.0,68.0,1.0,1.0,5.0,type2,2.0,2.0,0.7516,0.7075,2.0,3.0,8.0,5.0,0.0618
EID_2685,0,53.0,5.0,1,Springfield,Quality,Analytical,14.0,2.0,25.0,0.0,2.0,5.0,type2,3.0,2.0,-0.1048,-0.4537,2.0,1.0,9.0,3.0,
EID_15004,1,24.0,2.0,0,Springfield,R&D,Behavioral,5.0,3.0,52.0,1.0,5.0,7.0,type2,2.0,3.0,-1.8176,-0.4537,2.0,3.0,8.0,3.0,0.0168
EID_6165,1,45.0,4.0,1,Lebanon,Sales,Conceptual,16.0,4.0,20.0,2.0,1.0,4.0,type3,2.0,3.0,-0.1048,0.7075,2.0,2.0,7.0,4.0,0.1744
EID_22394,1,54.0,2.0,1,Lebanon,IT,Analytical,15.0,4.0,56.0,1.0,3.0,7.0,type2,2.0,1.0,-1.8176,-0.4537,1.8975173868230422,3.0,5.0,3.0,0.6784
EID_9004,0,61.0,2.0,0,Lebanon,Sales,Conceptual,33.0,2.0,50.0,2.0,3.0,8.0,type4,4.0,4.0,-0.9612,-0.4537,1.0,2.0,7.0,3.0,0.0486
EID_19601,1,54.0,3.0,0,Springfield,Accounting and Finance,Analytical,21.0,1.0,36.0,0.0,3.0,4.0,type2,3.0,3.0,-1.8176,0.7075,3.0,1.0,8.0,3.0,0.2648
EID_12456,1,39.0,4.0,1,Franklin,IT,Conceptual,12.0,3.0,60.0,0.0,3.0,7.0,type3,4.0,3.0,-0.1048,-0.4537,3.0,3.0,7.0,4.0,0.2289
EID_6647,0,53.0,4.0,0,Lebanon,Logistics,Behavioral,20.0,2.0,22.0,0.0,2.0,4.0,type2,1.0,3.0,0.7516,-0.4537,1.8817972757167936,4.0,7.0,5.0,
EID_25412,1,52.0,3.0,1,Clinton,R&D,Analytical,13.0,3.0,48.0,1.0,5.0,1.0,type3,2.0,3.0,0.008270107374033678,-0.4537,2.0,3.0,8.0,3.0,0.0809
EID_3516,1,58.0,3.0,0,Franklin,Sales,Conceptual,33.0,3.0,73.0,1.0,2.0,7.0,type3,1.0,4.0,-0.1048,-0.4537,1.9062549611833695,4.0,8.0,5.0,
EID_5584,0,46.0,2.0,1,Franklin,Logistics,Directive,8.0,3.0,24.0,0.0,4.0,9.0,type2,5.0,4.0,-0.9612,-1.615,2.0,4.0,7.0,3.0,0.1164
EID_22106,1,30.0,3.0,1,Lebanon,Purchasing,Behavioral,7.0,3.0,59.0,1.0,3.0,5.0,type3,2.0,3.0,0.7516,-0.4537,1.0,1.0,8.0,3.0,0.0037
EID_2451,0,62.0,4.0,0,Franklin,Logistics,Behavioral,35.0,3.0,66.0,1.0,3.0,6.0,type2,4.0,3.0,0.009206825681637689,-0.4537,1.0,3.0,8.0,3.0,0.0638
EID_18490,1,20.0,4.0,0,Franklin,Purchasing,Conceptual,1.0,1.0,36.0,2.0,1.0,9.0,type2,3.0,3.0,-0.1048,-0.4537,1.8886559850623557,3.0,8.0,3.0,
EID_10788,0,43.0,3.0,1,Springfield,Purchasing,Behavioral,10.0,3.0,50.0,1.0,1.0,5.0,type2,3.0,3.0,0.7516,-0.4537,2.0,3.0,8.0,3.0,0.1038
EID_2613,1,53.0,4.0,1,Franklin,Logistics,Analytical,29.0,2.0,22.0,0.0,2.0,4.0,type2,4.0,3.0,0.7516,-0.4537,2.0,4.0,8.0,4.0,0.4461
EID_1715,0,60.0,3.0,0,Lebanon,Marketing,Conceptual,25.0,2.0,34.0,0.0,3.0,9.0,type2,1.0,3.0,0.7516,-0.4537,2.0,2.0,8.0,3.0,0.0087
EID_24479,1,47.0,5.0,0,Springfield,IT,Conceptual,20.0,4.0,66.0,1.0,3.0,6.0,type2,5.0,3.0,-1.8176,-0.4537,2.0,2.0,7.0,3.0,0.0722
EID_6084,1,45.0,2.0,0,Washington,R&D,Directive,18.0,3.0,29.0,0.0,4.0,4.0,type4,4.0,3.0,1.6081,-0.4537,2.0,3.0,9.0,1.0,0.0956
EID_17365,1,22.0,3.0,1,Franklin,Logistics,Behavioral,3.0,2.0,23.0,0.0,2.0,8.0,type2,3.0,4.0,-1.8176,0.7075,3.0,3.0,9.0,3.0,0.1816
EID_8437,0,65.0,4.0,0,Franklin,Logistics,Conceptual,42.0,3.0,25.0,0.0,1.0,8.0,type2,2.0,3.0,-0.1048,1.8688,2.0,2.0,8.0,3.0,0.2744
EID_11385,0,33.0,3.0,0,Lebanon,Operarions,Analytical,5.0,4.0,35.0,1.0,3.0,7.0,type3,3.0,3.0,0.7516,0.7075,2.0,3.0,7.0,3.0,
EID_20480,1,35.0,4.0,1,Lebanon,Logistics,Directive,11.0,3.0,31.0,0.0,4.0,9.0,type2,3.0,5.0,-0.1048,0.7075,2.0,4.0,9.0,3.0,
EID_25026,1,19.0,5.0,1,Clinton,Logistics,Conceptual,0.0,0.0,60.0,0.0,2.0,8.0,type2,3.0,3.0,-0.9612,-0.4537,2.0,2.0,7.0,3.0,0.0077
EID_14272,0,25.0,3.0,0,Springfield,Accounting and Finance,Conceptual,6.0,3.0,57.0,1.0,2.0,5.0,type4,4.0,4.0,0.7516,0.7075,2.0,4.0,6.0,2.0,0.9897
EID_21382,1,42.0,3.0,1,Washington,Accounting and Finance,Conceptual,13.0,2.0,28.0,1.0,3.0,6.0,type2,3.0,3.0,0.7516,0.7075,2.0,3.0,8.0,3.0,0.038
EID_7831,0,45.0,4.0,1,Washington,Marketing,Directive,13.0,2.0,43.0,1.0,3.0,4.0,type3,1.0,2.0,-1.8176,-0.4537,2.0,3.0,7.0,2.0,
EID_3746,0,59.0,3.0,1,Springfield,IT,Analytical,22.0,4.0,43.0,1.0,4.0,8.0,type3,4.0,3.0,0.7516,0.7075,2.0,2.0,7.0,4.0,0.0486
EID_23401,1,27.0,3.0,0,Springfield,Operarions,Analytical,5.0,4.0,21.0,1.0,1.0,4.0,type2,4.0,3.0,0.7516,-1.615,2.0,4.0,5.0,3.0,0.2274
EID_5737,0,46.0,1.0,0,Lebanon,Logistics,Behavioral,21.0,4.0,47.0,1.0,3.0,7.0,type2,3.0,3.0,-0.1048,-0.4537,1.8937108783671612,4.0,8.0,2.0,0.0676
EID_20970,0,35.0,3.0,0,Springfield,Logistics,Analytical,10.0,2.0,30.0,0.0,3.0,3.0,type3,2.0,3.0,-0.1048,-0.4537,1.885731705872596,1.0,9.0,4.0,0.2961
EID_7466,1,46.0,1.0,0,Washington,R&D,Directive,20.0,1.0,35.0,2.0,3.0,4.0,type2,1.0,3.0,0.7516,0.7075,1.8889526365701486,4.0,6.0,3.0,0.4467
EID_25281,1,19.0,3.0,0,Springfield,IT,Analytical,0.0,0.0,25.0,1.0,4.0,4.0,type0,2.0,2.0,0.7516,-0.4537,2.0,2.0,8.0,3.0,0.7035
EID_11107,0,37.0,5.0,0,Franklin,R&D,Directive,12.0,4.0,66.0,1.0,4.0,5.0,type2,3.0,4.0,0.7516,-0.4537,2.0,2.0,5.0,3.0,
EID_20618,0,19.0,3.0,1,Lebanon,Operarions,Directive,0.0,0.0,47.0,1.0,2.0,8.0,type3,2.0,4.0,-0.9612,1.8688,2.0,1.0,7.0,3.0,
EID_7852,0,62.0,3.0,1,Franklin,R&D,Directive,38.0,3.0,45.0,0.0,5.0,10.0,type3,1.0,3.0,-0.1048,-0.4537,2.0,4.0,7.0,3.0,
EID_15959,1,23.0,4.0,1,Springfield,IT,Analytical,4.0,3.0,35.0,0.0,2.0,8.0,type2,3.0,1.0,0.013181174801321131,-1.615,2.0,2.0,6.0,4.0,0.0895
EID_10203,0,40.0,4.0,1,Lebanon,IT,Behavioral,11.0,3.0,71.0,1.0,3.0,8.0,type2,1.0,3.0,0.7516,-1.615,3.0,2.0,5.0,3.0,
EID_2982,1,56.0,4.0,0,Lebanon,R&D,Behavioral,30.0,3.0,70.0,1.0,5.0,8.0,type2,3.0,3.0,-0.1048,-0.4537,1.9044872458659616,2.0,6.0,3.0,0.1469
EID_1305,1,60.0,3.0,0,Lebanon,Sales,Conceptual,31.0,3.0,36.0,0.0,3.0,2.0,type2,4.0,3.0,-0.1048,0.7075,1.0,2.0,8.0,3.0,0.4777
EID_1508,0,56.0,3.0,0,Lebanon,Sales,Behavioral,20.0,3.0,42.0,1.0,2.0,8.0,type2,2.0,4.0,-0.9612,0.7075,2.0,2.0,7.0,2.0,
EID_20774,1,25.0,3.0,0,Washington,IT,Behavioral,6.0,4.0,27.0,1.0,4.0,4.0,type4,1.0,3.0,-0.1048,-0.4537,1.8838181596760804,2.0,6.0,5.0,
EID_18417,0,23.0,3.0,0,Springfield,Accounting and Finance,Conceptual,4.0,1.0,60.0,1.0,1.0,4.0,type3,1.0,3.0,-0.1048,0.7075,2.0,4.0,8.0,3.0,0.2991
EID_12154,1,40.0,4.0,0,Springfield,Logistics,Behavioral,15.0,4.0,60.0,1.0,3.0,9.0,type2,1.0,1.0,-0.1048,0.7075,3.0,2.0,8.0,3.0,0.0608
EID_8788,0,39.0,1.0,0,Lebanon,Logistics,Directive,14.0,2.0,36.0,1.0,5.0,4.0,type3,3.0,4.0,0.7516,0.7075,2.0,2.0,8.0,3.0,0.59
EID_15827,1,24.0,1.0,0,Franklin,Human Resource Management,Analytical,5.0,3.0,65.0,0.0,3.0,9.0,type2,4.0,3.0,-0.1048,-0.4537,2.0,2.0,8.0,3.0,0.0553
EID_7124,1,51.0,4.0,0,Franklin,Operarions,Directive,25.0,4.0,20.0,0.0,5.0,4.0,type3,2.0,3.0,0.035990279491437335,-0.4537,1.8799528271976063,2.0,8.0,4.0,0.4779
EID_3145,1,51.0,3.0,0,Lebanon,Sales,Behavioral,26.0,4.0,65.0,1.0,2.0,7.0,type3,4.0,4.0,-0.9612,0.7075,2.0,1.0,9.0,3.0,0.1708
EID_14689,0,33.0,2.0,0,Lebanon,Logistics,Behavioral,10.0,3.0,39.0,1.0,3.0,6.0,type2,1.0,4.0,0.7516,-0.4537,2.0,2.0,8.0,3.0,
EID_25342,1,30.0,4.0,0,Lebanon,Sales,Conceptual,8.0,1.0,53.0,0.0,5.0,4.0,type3,3.0,2.0,1.6081,-1.615,2.0,2.0,5.0,4.0,0.9391
EID_10412,0,39.0,1.0,1,Lebanon,Operarions,Directive,16.0,2.0,73.0,1.0,1.0,6.0,type3,3.0,3.0,0.7516,-0.4537,2.0,2.0,8.0,3.0,0.1409
EID_7941,0,59.0,4.0,0,Clinton,Human Resource Management,Conceptual,22.0,1.0,24.0,1.0,1.0,8.0,type3,1.0,3.0,1.6081,0.7075,2.0,4.0,6.0,4.0,0.1635
EID_23553,0,60.0,5.0,0,Washington,Sales,Analytical,30.0,4.0,69.0,1.0,3.0,5.0,type2,3.0,3.0,-1.8176,-0.4537,2.0,2.0,5.0,5.0,0.5028
EID_11896,0,35.0,2.0,1,Clinton,Human Resource Management,Analytical,11.0,1.0,66.0,1.0,5.0,4.0,type2,1.0,4.0,0.7516,-0.4537,2.0,3.0,9.0,3.0,0.1051
EID_9346,1,47.0,1.0,0,Lebanon,R&D,Behavioral,9.0,4.0,36.0,0.0,2.0,6.0,type2,3.0,3.0,-0.1048,-0.4537,2.0,3.0,9.0,3.0,
